title,rating,date,description,reviewUrl,isVerified,isReviewInIndia,customerName,productSize
Good quality hair oil,5.0,14 July 2024,"I have found that the Nat Habit hair oil for balding and greying hair is a highly effective product. After using it for several weeks, I have noticed a significant reduction in hair loss and an improvement in the overall health and thickness of my hair. Additionally, the oil has helped to slow down the greying process, leaving my hair looking more vibrant and youthful. I appreciate the natural ingredients used in this product, as it has not caused any irritation to my scalp. Overall, I highly recommend the Nat Habit hair oil for anyone looking to address balding and greying hair concerns.",https://www.amazon.in/gp/customer-reviews/R33WONJGC6VIH0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,False,True,Komal Desai,
Product is good,5.0,14 July 2024,The fragrance  of product is different from rest of the oil.  I m using since some time it's pretty good. I liked the product,https://www.amazon.in/gp/customer-reviews/RQ5CQ5Z8J2E2E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,Pankaj Thanvi,
Excellent Hair Oil,5.0,6 July 2024,One of the purest oils I have come across.Genuine product and better than any commercial brands.Keep up the quality.,https://www.amazon.in/gp/customer-reviews/R1FKCOPKIOVWZ8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,Amazon Customer,
Natural and amazing,5.0,15 June 2024,This is my second bottle and I'm just loving the results....the ingredients in the oil are very effective and it's just the way our grandma used to do..plus it gives such a cooling effect which nourishes the hair follicles and lengths...it doesn't dry out but gives a perfect hair day after a wash ...i will definitely recommend it and it's not just me ..my whole family who are of different age gaps are using this oil 😊😊,https://www.amazon.in/gp/customer-reviews/RI0VOXQ692RIE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,Sridevi,
Amazing purchase,5.0,13 June 2024,Very satisfied with the purchase.excellent product mixed with herb,https://www.amazon.in/gp/customer-reviews/R3L3KHH39VA9TP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,Shweta Singh ,
Hair oil curry leaf sesame,5.0,26 May 2024,"Gets absorbed really fast, non sticky and goid smell. I like the oil",https://www.amazon.in/gp/customer-reviews/R17C39G66EBGYV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,Traps,
Nay habit oil a review,5.0,22 April 2024,The product is really good ...as I colour my hair and have itching problem the oil has reduced that to a large extent in one go....I am happy with the product....but when I got the product I found it half filled......please see to it thay thete is s seal and it is intact,https://www.amazon.in/gp/customer-reviews/R7MDZJ4AL88G6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,Tulsi sharma,
Great product,5.0,20 April 2024,Quality,https://www.amazon.in/gp/customer-reviews/R18NUX1R04Q1JM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,manav,
Quality,5.0,27 March 2024,Amazing product. Makes your hair shine and the magic of curry leaves do help in reducing grey hair. Try it once and you will see the results not immediately but in short span!,https://www.amazon.in/gp/customer-reviews/R31NUJPROUQ0KF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,SAURABH SUMAN,
Review,5.0,29 February 2024,The hair oil is very good. It has very mild smell and does what is claims. Really happy with the purchase,https://www.amazon.in/gp/customer-reviews/R1RQIO1IJLQRD7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,Vedica Suyal,
Good product,5.0,25 February 2024,,https://www.amazon.in/gp/customer-reviews/R2JL5MB4S7B9SX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,Harshita,
Really good,5.0,17 February 2024,"I like the consistency alot it's neither runny nor very thick.The smell is also very pleasant, not pungent at all.",https://www.amazon.in/gp/customer-reviews/R3LZULFD27DFTJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,SD💕,
Go for it,5.0,14 February 2024,I have been using this oil for more than 6 months now. It seems to be working as expected . The oil is non sticky and gives a shine to hair.,https://www.amazon.in/gp/customer-reviews/R11YS683UKV0ZE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,True,True,Lalitha M V,
Very moisturizing oil,5.0,10 September 2022,"This is a light moisturizing oil very good for even daily use, apply it overnight or even one hour before ur shower. It doesn’t make ur head heavy, I also didn’t feel any itching in my scalp because of this.  It really reduces the frizz and makes ur hair soft & shiny.",https://www.amazon.in/gp/customer-reviews/R1ZRE08AA58JPQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0C4KYRNWJ,False,True,Aliya Nazir,
Worst product,1.0,15 January 2025,Worst product ….it feels more sticky in hair….not at all good one of the worst product I have ever used!!,https://www.amazon.in/gp/customer-reviews/RZSZ42FV5AYAQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Manju,
Please don’t buy I am getting bald,1.0,4 December 2024,"When I used it for the first time I felt itchiness in my scalp, and then I immediately removed it. I barely kept it for 15 minutes, but I lost a lot of air even in first was then I washed my hair again, and the hair doesn’t stop falling. it’s been more than two months, I am suffering from very bad scalp condition and extreme hair fall. Please do not buy this product.",https://www.amazon.in/gp/customer-reviews/R1DLX5ZXWNO3W4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Disha Tomar,
Worst nightmare,1.0,22 October 2024,This is the worst hair mask ever it is oily and doesn't come off even after 3 washes .....don't buy it it's worst of the worst product,https://www.amazon.in/gp/customer-reviews/R29OCWHB853FZK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Amazon Customer,
Bad n rough,1.0,12 October 2024,Very bad made my hair totally rough,https://www.amazon.in/gp/customer-reviews/RLGFVM3BU5CFZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Dheeraj sikka,
Not good,1.0,9 October 2024,Smells really nasty and doesn't wash off even after 2 times of shampooing.,https://www.amazon.in/gp/customer-reviews/RITCXW8FEJOG1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Jessica ,
Nat habit hibiscus hair mask,1.0,11 September 2024,The product quantity is very less and price is too high so I am not happy.,https://www.amazon.in/gp/customer-reviews/R1393VG3A8HCI8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Asit Siddharth,
Worst product,1.0,11 September 2024,Useless product don’t buy any one I want to return both product from this company if any option pls return it,https://www.amazon.in/gp/customer-reviews/R1H19IQ3DDA1U0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,nisha gupta,
Very bad product,1.0,31 August 2024,Very bad product my hair became rough and dry 😭  it's like a greese,https://www.amazon.in/gp/customer-reviews/R324YRHT6ZWT79/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Sandeep Lahoti,
Bad,1.0,29 August 2024,Leaven my hair oily even after thorough wash! And the smell it leaves after is unpleasant,https://www.amazon.in/gp/customer-reviews/R12PB2LRODRIRX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Amazon Customer,
Useless,1.0,25 August 2024,"Smells like pickle , difficult to apply",https://www.amazon.in/gp/customer-reviews/R2G5ZVOQQAQSF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Monika ,
Bad,1.0,18 August 2024,"Not suitable to curly hair, it's too oily or whatever doesn't was off from hair until your next hair wash. Not a worth product at all",https://www.amazon.in/gp/customer-reviews/R3CU41X7GNYU3J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Harshini,
Poor,1.0,3 August 2024,Poor quality,https://www.amazon.in/gp/customer-reviews/R3IWMJ8OPJEP1Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,praveen kumar,
Dont buy,1.0,25 July 2024,Do not buy this horrible product as it leaves oil after washing hair almost 3 times .....who use mustard oil in hair?,https://www.amazon.in/gp/customer-reviews/RXL5PVXZS1HJL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Jyotiprakash Mohanty,
Ok,1.0,23 July 2024,Not helpful,https://www.amazon.in/gp/customer-reviews/RHHT0MRDJFNK5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Amazon Customer,
Review...,1.0,8 July 2024,Not at all good.,https://www.amazon.in/gp/customer-reviews/RQOH9KPCHQA8U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Quality not good.Not for crocheting. ,
Extremely greasy and smells like mango pickle,1.0,28 June 2024,"Extremely greasy, quantity is very very less and smells like mango pickle. Your hairs will smell like pickle even after washing. Also took me 4 times shampooing to remove this completely from my hairs.",https://www.amazon.in/gp/customer-reviews/RQ5THKNZP50V1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Amazon Customer,
Not up to the mark!,1.0,27 June 2024,I used this he mask for the first time from this brand and I am very much disappointed as it smells like pickle and had to wash my hair with shampoo like 5 to 6 times to just get off the excess oil out of my hair.My scalp is already oily and hair is totally straight it didn’t suit my hair type.,https://www.amazon.in/gp/customer-reviews/R5BCCYTWJNCEO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Kamolika Mandal,
Useless product,1.0,23 June 2024,"Too sticky, hard to remove, create haifall,Overpriced, I suggest don't even try it u will regret",https://www.amazon.in/gp/customer-reviews/R5F3G82QVJLD2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Amazon Customer,
Don't buy,1.0,17 June 2024,The product stinks badly and it's very oily.It takes couple of washes to get rid of the excess oil.,https://www.amazon.in/gp/customer-reviews/R1WBCG9EL10G33/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Shubhangi,
Not so great,1.0,11 June 2024,Did not like the product. Too over rated. Honestly nothing great about its quality and effectiveness,https://www.amazon.in/gp/customer-reviews/R37WI8Y0HXACD9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Tejal Barot,
Very very sticky to remove,1.0,9 June 2024,First of all quantity is extremely scanty and secondly its so sticky that i had to use half a bottle of shampoo to remove it and it smells like pickle but yes its natural,https://www.amazon.in/gp/customer-reviews/R3H01DQVZDMWHJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Amazon Customer,
Don't buy,1.0,5 June 2024,It got boils and rashes in my skulp. Harmful,https://www.amazon.in/gp/customer-reviews/R3B1UBTL8HOVL5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,bindu,
Ghn,1.0,4 June 2024,Bad product:/.  : -(,https://www.amazon.in/gp/customer-reviews/R1Y0DAR9YUJ5KI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Roma Gupta,
Waste of money,1.0,1 June 2024,Total waste product .pls do not buy this..It has no effect t on hair..makes my hair rough..don't buy .no result..smells awful..,https://www.amazon.in/gp/customer-reviews/R17J1X4USEDQWN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Krishnendu,
Waste of money,1.0,30 May 2024,"Totally useless product, didn't work",https://www.amazon.in/gp/customer-reviews/R3Q8GS7PUQULOI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Amazon Customer,
very harmful product lots of hair fail,1.0,30 May 2024,very harmful product lots of hair fail,https://www.amazon.in/gp/customer-reviews/R23GDQ40DQZXI1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,abhishek,
Extreme hairfall,1.0,23 May 2024,Hairfall increased for both me and my mom. Regret buying it.,https://www.amazon.in/gp/customer-reviews/RGH9AH0JIOJM8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Neha meghwal,
Stickiness,1.0,11 May 2024,Pathetic product . The oil is in it didn't come off even in 3 washes. I am more than happy with my homemade hair packs which require only 1 wash. I would like to alert all the buyers . I bought 3 packs and now i am regretting. Money wasted .,https://www.amazon.in/gp/customer-reviews/R1FJY34ZXHERRQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Mahima,
It’s not true,1.0,2 May 2024,The hype they give while promoting the product makes ppl buy those and spent money on those are just waste. It made my hair fall and dryness even worse and oiliness was on peak.,https://www.amazon.in/gp/customer-reviews/R2O8URP3Y68Y73/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,It’s me,
Not Effective,1.0,26 April 2024,"Have recently started to use this Nathabit Curry Mustard hair mask.But even after finishing one pack,hairfall is not reduced.In fact the hair fall has increased and also there is no new hair growth I can see.But still want to give it some more time bcz it takes time for any product to work so will review it again after using the another pack which I have.",https://www.amazon.in/gp/customer-reviews/RW2W4ZNUW25KR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Preeti Sharma,
Extremely greasy and oily,1.0,25 April 2024,Extremely greasy and oily.What is the use of using any natural product when u have to shampoo your hair 3 to 4 times to get rid of the oils in it. It damages hair more than it helps.,https://www.amazon.in/gp/customer-reviews/RB9RODTAW8SCD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,JC,
Worst product,1.0,22 April 2024,Very poor .my hairs are got more tangled .plz dont buy .,https://www.amazon.in/gp/customer-reviews/R3991270A9GYO3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Rajneesh K.,
Hyped product- no effect,1.0,19 April 2024,There was heavy hairfall on using this and also oil in the hair is not removed even after washing twice with shampoo.,https://www.amazon.in/gp/customer-reviews/R31N0CXXK34A31/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Sunil Patil,
Not effective,1.0,16 April 2024,This is not working they are doing promotion s only product s are not good and not working,https://www.amazon.in/gp/customer-reviews/RSP50GS18AGWD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Amazon Customer,
Not enough quantity,1.0,14 April 2024,"154rs for 40 gm of product isn't worth it. Too pricey for medium length, I would have to use 2 packets at once. Not affordable.",https://www.amazon.in/gp/customer-reviews/R21G7UOX0MXYSV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,samruddhi,
Doesn’t fulfill the demand as per the content not good,1.0,26 March 2024,Smells like some pickle with lots of  stickiness on the hair does makes any smooth texture instead give a bad odour headache not worth the price I had to throw it once’s used it was such a bad experience for me,https://www.amazon.in/gp/customer-reviews/R3PZ1Z2ZX4K0R8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,Sakshi pungaliya,
Did not do anything,1.0,20 March 2024,"I have purchased their products previously also directly from their App but they were not at all effective. I have used one complete pack of this but i did not see any improvement in dandruff . One thing it does is, clean your scalp , but that lasts for two days. On the third day again I see my hairs oily nd dandruff on top. I have never faced this problem in my life but facing it for the past three months .This is a useless product for me cz my main reason behind buying this was , getting rid of dandruff.",https://www.amazon.in/gp/customer-reviews/RXWTXH6DSXAVC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,jasmine,
Not worthy,1.0,20 February 2024,"I used it and i didn't like the smell at all. Apart from it, i didn't notice any difference in my hairs. They didn't become soft, shine or anything which this product claims.",https://www.amazon.in/gp/customer-reviews/R6J0LMPM5MYX4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,True,True,"Worst quality product. Dont buy it. In 200 rs, buy something else good product. It doesn't deserve even 50 rs.",
Disappointed with this Mask,1.0,5 February 2024,Something is wrong with this Nat habit hair mask. It smelled like rotten eggs and so sticky I had to wash my hair 4-5 times and still greasy. Started getting too much of hair fall after using this.,https://www.amazon.in/gp/customer-reviews/R10WSBMLZ4B68U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Pooja Dinesh,
Pain to wash off,1.0,17 December 2023,"This has zero effect on hair fall and is a total PAIN to wash off. Even after two thorough washes when your hair is dry, you will find flakes and grains of the product in your hair. Worse than dandruff. Does not have a good smell.",https://www.amazon.in/gp/customer-reviews/RLGTQ3P1JVUNI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Cashewnut,
Very tiny sachet,1.0,11 December 2023,I bought this because I had previously tried henna pack. These new sachets are very tiny like 1 rupee shampoo sachets and not worth the huge MRP 👎👎👎👎👎👎👎👎,https://www.amazon.in/gp/customer-reviews/RDXGE4QDU3ROP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,AC,
Not happy,1.0,20 May 2023,I didn't find it useful.. didn't like the smell or the effect on hair. I wouldn't recommend the product. The ingredients mentioned cannot have such a life without chemicals,https://www.amazon.in/gp/customer-reviews/R1UMX4ZH267YYU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Kindle Customer,
Leaves hair oily,1.0,20 September 2022,After applying i kept it for 30min before bath..even after washing my hair continue for 5days three times everytime..my hair and scalp is still oily,https://www.amazon.in/gp/customer-reviews/R156O9XQJ5436F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Amazon Customer,
Worst product plz do not use this it increased my dandruff and hairfall plus it STINKS,1.0,28 August 2022,This the worst product I have ever used even chemical laden hair creams do not to so much damage in one go but this one it's the worst . Actually if there was negative star I would have given that,https://www.amazon.in/gp/customer-reviews/R8ZA0H45SH3AT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Swathi Arjun,
Smells like achar oil,1.0,7 June 2022,Smells of achar oil and the smell doesn’t leave even after 3-4 washes. Doesn’t do anything for hair. God knows how it has got so much rating,https://www.amazon.in/gp/customer-reviews/R3M6FPMJTW2NTQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Real reviewer,
"Too sticky, had to shampoo my hair,two,three times,to remove the stickiness. I don't recommendss",1.0,30 May 2022,"Too sticky, too oily feel, l don't recommend. Had to shampoo my hair two three times to remove the stickiness",https://www.amazon.in/gp/customer-reviews/R2AHUUNO6FLUMO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Nayar,
Heavy and makes no difference to your hair,1.0,15 May 2022,The product is very heavy. Inspite of washing it twice still I could not get rid of oil. In the process of oil removal I actually lost more hairs. This product left my hairs dry and frizzy.,https://www.amazon.in/gp/customer-reviews/RZCO5YZ7MKJS5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B63RFSKD,False,True,Avinash,
